Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person
35,16,4.6,male,6000,4.9,Allen Solly Woman,0.95,10000,Yes,winter,mountains,0.9
20,10,4.0,female,1000,3.7,Khadi Essentials,-0.2,800,No,spring,plains,0.6
38,18,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
9,5,3.2,female,600,3.0,The Moms Co.,-0.4,1100,No,spring,plains,0.5
36,17,4.6,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
11,6,3.4,female,700,3.2,Pepperfry,-0.4,1200,No,spring,plains,0.55
47,20,4.9,male,10000,4.8,Himalaya Liv.52,0.9,9000,Yes,monsoon,mountains,0.95
6,4,2.6,female,200,2.4,Wakefit,-0.5,700,No,spring,plains,0.35
32,16,4.4,male,6000,4.7,Patanjali Ayurved (Health Care),0.8,6000,No,winter,mountains,0.9
14,8,4.0,female,1000,3.8,Pepperfry,-0.3,1200,No,spring,plains,0.6
49,20,4.9,male,10000,4.8,Himalaya Liv.52,0.9,10000,Yes,monsoon,mountains,0.95
5,4,2.7,female,200,2.2,Flying Machine,-0.7,500,No,spring,plains,0.3
33,16,4.5,male,6000,4.8,Patanjali Ayurved (Health Care),0.8,6000,No,winter,mountains,0.9
15,9,4.1,female,1000,3.8,Max,-0.2,1300,No,spring,plains,0.65
48,20,4.9,male,10000,4.8,Himalaya Liv.52,0.9,10000,Yes,winter,mountains,0.95
7,4,2.7,female,200,2.3,Wakefit,-0.5,700,No,spring,plains,0.35
34,16,4.5,male,6000,4.8,Patanjali Ayurved (Health Care),0.8,6000,No,winter,mountains,0.9
16,8,3.9,female,900,3.6,Pepe Jeans London,-0.2,1000,No,spring,plains,0.6
50,20,5.0,male,10000,4.9,Streax,1.0,10000,Yes,winter,mountains,1.0
8,5,3.0,female,300,2.7,Flying Machine,-0.6,400,No,spring,plains,0.35
35,17,4.6,male,7000,4.8,Allen Solly Woman,0.9,10000,Yes,winter,mountains,0.9
21,11,4.1,female,1000,3.8,Kama Ayurveda,-0.1,800,No,spring,plains,0.6
37,18,4.7,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
10,7,3.2,female,600,3.0,The Moms Co.,-0.4,1100,No,spring,plains,0.5
38,19,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
12,7,3.5,female,800,3.3,Pepperfry,-0.4,1100,No,spring,plains,0.55
39,19,4.8,male,8000,4.7,Himalaya Liv.52,0.9,8000,Yes,winter,mountains,0.95
6,5,2.8,female,200,2.5,Wakefit,-0.5,800,No,spring,plains,0.35
32,17,4.5,male,6000,4.8,Patanjali Ayurved (Health Care),0.8,6000,No,winter,mountains,0.9
13,8,3.6,female,900,3.4,Pepperfry,-0.3,1200,No,spring,plains,0.6
49,20,4.9,male,10000,4.8,Himalaya Liv.52,0.9,9000,Yes,monsoon,mountains,0.95
5,5,2.8,female,200,2.4,Flying Machine,-0.7,500,No,spring,plains,0.3
33,17,4.5,male,6000,4.8,Patanjali Ayurved (Health Care),0.8,6000,No,winter,mountains,0.9
14,9,4.0,female,1000,3.8,Pepperfry,-0.3,1200,No,spring,plains,0.6
50,20,5.0,male,10000,4.9,Streax,1.0,10000,Yes,winter,mountains,1.0
8,6,3.0,female,300,2.8,Flying Machine,-0.6,400,No,spring,plains,0.35
35,18,4.6,male,7000,4.8,Allen Solly Woman,0.9,10000,Yes,winter,mountains,0.9
22,12,4.2,female,1000,3.9,Kama Ayurveda,-0.1,800,No,spring,plains,0.6
37,19,4.7,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
11,7,3.3,female,700,3.1,Pepperfry,-0.4,1200,No,spring,plains,0.55
38,20,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
7,5,2.9,female,200,2.6,Wakefit,-0.5,800,No,spring,plains,0.35
34,18,4.6,male,7000,4.8,Patanjali Ayurved (Health Care),0.9,7000,No,winter,mountains,0.9
15,10,4.1,female,1000,3.9,Max,-0.1,1300,No,spring,plains,0.65
40,19,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
9,6,3.1,female,300,2.9,The Moms Co.,-0.4,1100,No,spring,plains,0.5
40,20,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
7,6,3.0,female,300,2.9,Wakefit,-0.4,800,No,spring,plains,0.5
35,19,4.7,male,7000,4.8,Allen Solly Woman,0.9,10000,Yes,winter,mountains,0.9
23,13,4.3,female,1000,4.0,Kama Ayurveda,0.0,800,No,spring,plains,0.6
38,20,4.8,male,7000,4.8,Fastrack,0.9,8000,Yes,monsoon,mountains,0.95
8,7,3.1,female,300,3.0,Flying Machine,-0.6,400,No,spring,plains,0.35
36,18,4.7,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
12,8,3.6,female,800,3.4,Pepperfry,-0.3,1200,No,spring,plains,0.6
50,20,5.0,male,10000,4.9,Streax,1.0,10000,Yes,winter,mountains,1.0
9,7,3.1,female,300,2.9,The Moms Co.,-0.4,1100,No,spring,plains,0.5
41,20,4.8,male,8000,4.7,Himalaya Liv.52,0.9,8000,Yes,monsoon,mountains,0.95
7,7,3.0,female,300,2.8,Wakefit,-0.4,800,No,spring,plains,0.5
36,19,4.8,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
13,9,3.7,female,900,3.5,Pepperfry,-0.3,1200,No,spring,plains,0.6
50,20,5.0,male,10000,4.9,Streax,1.0,10000,Yes,winter,mountains,1.0
10,7,3.2,female,600,3.0,The Moms Co.,-0.4,1100,No,spring,plains,0.5
37,20,4.8,male,7000,4.8,Patanjali Ayurved (Health Care),0.85,6000,Yes,winter,mountains,0.9
14,10,4.0,female,1000,3.9,Pepperfry,-0.3,1200,No,spring,plains,0.6
20,5,4.3,female,300,4.7,Flying Machine,0.8,700,No,summer,plains,0.9
10,2,3.8,male,1000,4.2,Max,0.6,500,Yes,winter,plains,0.6
5,1,4.5,female,1000,3.9,Lee,0.9,900,No,monsoon,coastal,0.8
15,3,4.2,female,2000,4.8,Fastrack,0.7,1000,Yes,spring,mountains,0.7
8,0,4.0,male,400,3.5,Wildcraft,-0.3,800,No,winter,mountains,0.3
25,7,4.8,male,5000,4.9,PUMA,0.9,700,No,summer,plains,0.9
30,10,4.7,female,1000,4.6,HRX,0.5,400,Yes,winter,plains,0.8
12,4,3.5,female,2000,3.4,Mothercare,-0.1,900,No,summer,coastal,0.4
40,15,4.9,male,8000,4.7,Johnson & Johnson,0.9,200,Yes,monsoon,plains,0.9
5,0,2.5,male,1000,2.8,The Moms Co.,-0.6,100,No,summer,mountains,0.1
18,6,4.1,female,3000,4.5,Wakefit,0.8,600,Yes,winter,plains,0.7
22,8,4.6,female,600,4.4,SleepyCat,0.4,300,Yes,spring,mountains,0.6
3,0,3.0,male,700,3.2,Duroflex,-0.5,1000,Yes,summer,plains,0.2
45,18,4.9,male,9000,4.9,Pepperfry,0.9,900,Yes,summer,coastal,1.0
7,2,3.7,female,200,3.8,Godrej Interio,0.2,300,No,winter,mountains,0.5
10,2,4.0,male,800,4.1,Urban Ladder,0.7,700,Yes,summer,mountains,0.8
28,12,4.5,female,1500,4.6,Khadi Essentials,0.6,200,No,summer,plains,0.8
35,14,4.8,male,4000,4.8,Forest Essentials,0.8,500,Yes,spring,mountains,0.9
2,0,2.0,male,200,2.3,Kama Ayurveda,-0.9,100,No,winter,plains,0.1
16,5,3.9,female,500,3.7,Sugar Cosmetics,0.3,800,No,monsoon,coastal,0.5
6,1,3.2,male,6000,3.6,Lakme Ayurveda,-0.2,600,Yes,winter,mountains,0.4
38,16,4.7,female,7000,4.7,Biovea,0.9,100,Yes,spring,plains,1.0
9,3,3.6,male,900,3.3,Patanjali Ayurved (Health Care),-0.4,400,No,winter,plains,0.2
14,4,4.4,female,4000,4.4,Dabur Chyawanprash,0.2,800,No,summer,plains,0.7
21,7,4.6,female,2000,4.5,AmazonBasics,0.7,800,Yes,summer,plains,0.8
33,11,4.3,male,3000,4.2,Flying Machine,0.4,700,Yes,monsoon,coastal,0.6
8,1,3.7,male,500,3.8,Max,0.3,300,No,summer,plains,0.4
11,3,4.1,female,7000,4.4,Lee,0.8,900,Yes,spring,coastal,0.9
25,8,4.8,male,10000,4.9,Spyker,0.9,600,Yes,summer,mountains,1.0
5,2,2.9,female,400,3.1,Fastrack,-0.5,400,No,winter,plains,0.1
17,6,4.5,male,2000,4.3,Wildcraft,0.6,700,Yes,summer,plains,0.8
29,9,4.7,male,700,4.6,Head Hunters,0.7,800,Yes,summer,plains,0.8
4,0,2.0,female,1000,2.3,PUMA,-0.8,200,No,monsoon,coastal,0.1
14,4,3.9,male,3000,4.2,HRX,0.5,900,No,winter,plains,0.7
6,2,3.2,female,4000,3.5,Mothercare,0.1,500,Yes,summer,mountains,0.3
19,5,4.2,female,6000,4.7,Johnson & Johnson,0.8,1000,Yes,winter,plains,0.9
22,10,4.4,male,1500,4.6,The Moms Co.,0.3,300,Yes,summer,coastal,0.5
12,3,3.8,female,5000,3.9,Wakefit,0.6,200,Yes,monsoon,mountains,0.7
27,13,4.6,male,8000,4.8,SleepyCat,0.9,700,Yes,winter,plains,0.9
8,2,3.0,female,200,3.4,Duroflex,-0.2,600,Yes,summer,coastal,0.4
36,15,4.9,male,900,4.8,Pepperfry,0.8,800,Yes,summer,mountains,0.9
15,5,3.8,female,300,3.6,Godrej Interio,0.2,900,No,winter,plains,0.5
10,3,3.5,male,6000,3.7,Urban Ladder,0.5,400,Yes,spring,plains,0.6
24,8,4.3,female,2000,4.5,Khadi Essentials,0.7,800,Yes,summer,coastal,0.9
31,12,4.8,male,4000,4.7,Forest Essentials,0.9,600,Yes,summer,plains,1.0
3,1,2.5,male,300,2.7,Kama Ayurveda,-0.7,500,No,summer,mountains,0.1
16,4,3.6,female,8000,3.8,Sugar Cosmetics,0.1,200,Yes,winter,coastal,0.2
9,2,3.0,male,700,3.3,Lakme Ayurveda,-0.3,100,No,summer,plains,0.2
39,17,4.8,female,8000,4.8,Biovea,0.9,500,Yes,spring,coastal,1.0
7,1,2.8,male,500,3.0,Patanjali Ayurved (Health Care),-0.6,300,No,winter,plains,0.1
20,6,4.1,female,4000,4.2,Dabur Chyawanprash,0.4,700,Yes,summer,mountains,0.7
23,7,4.7,female,600,4.6,AmazonBasics,0.8,400,Yes,winter,plains,0.8
35,12,4.4,male,2000,4.3,Flying Machine,0.5,300,No,summer,coastal,0.7
10,2,3.6,male,5000,3.8,Max,0.2,800,Yes,summer,mountains,0.5
13,4,4.0,female,9000,4.5,Lee,0.9,600,Yes,winter,coastal,0.9
26,9,4.8,male,10000,4.9,Spyker,0.9,900,Yes,spring,mountains,1.0
6,1,2.8,female,300,3.0,Fastrack,-0.4,200,No,summer,plains,0.1
18,7,4.6,male,1500,4.4,Wildcraft,0.7,400,Yes,summer,plains,0.8
30,10,4.5,male,800,4.6,Head Hunters,0.8,500,Yes,monsoon,plains,0.8
5,0,1.8,female,1500,2.2,PUMA,-0.9,100,No,summer,coastal,0.0
16,5,3.8,male,4000,4.1,HRX,0.4,700,Yes,summer,mountains,0.7
7,2,3.1,female,5000,3.3,Mothercare,0.1,300,Yes,winter,coastal,0.4
20,6,4.3,female,700,4.7,Johnson & Johnson,0.8,800,Yes,summer,plains,0.9
24,8,4.5,male,1000,4.7,The Moms Co.,0.4,600,Yes,winter,plains,0.6
14,4,3.9,female,6000,4.0,Wakefit,0.6,200,Yes,summer,plains,0.5
28,14,4.7,male,9000,4.8,SleepyCat,0.9,1000,Yes,winter,mountains,0.9
9,2,2.9,female,200,3.2,Duroflex,-0.1,500,Yes,summer,mountains,0.3
38,16,4.9,male,800,4.8,Pepperfry,0.9,900,Yes,spring,plains,1.0
12,3,3.7,female,500,3.5,Godrej Interio,0.3,600,Yes,summer,mountains,0.6
11,4,3.4,male,7000,3.6,Urban Ladder,0.6,800,Yes,winter,plains,0.8
22,7,4.2,female,2500,4.4,Khadi Essentials,0.7,700,Yes,summer,coastal,0.9
32,13,4.9,male,4500,4.7,Forest Essentials,0.9,500,Yes,summer,plains,1.0
4,1,2.3,male,400,2.6,Kama Ayurveda,-0.6,400,No,summer,coastal,0.2
15,6,3.7,female,10000,3.9,Sugar Cosmetics,0.2,300,Yes,winter,plains,0.3
8,3,2.8,male,600,3.1,Lakme Ayurveda,-0.4,700,Yes,summer,mountains,0.3
37,18,4.8,female,7000,4.8,Biovea,0.9,600,Yes,spring,coastal,1.0
6,1,2.7,male,800,2.9,Patanjali Ayurved (Health Care),-0.7,200,No,summer,plains,0.1
19,5,4.0,female,4500,4.1,Dabur Chyawanprash,0.5,800,Yes,summer,coastal,0.7
25,8,4.8,female,700,4.7,AmazonBasics,0.9,700,Yes,winter,plains,0.9
38,13,4.5,male,2500,4.4,Flying Machine,0.6,500,Yes,summer,coastal,0.8
12,2,3.5,male,6000,3.7,Max,0.3,600,Yes,summer,mountains,0.5
15,5,3.9,female,8000,4.3,Lee,0.8,300,Yes,winter,coastal,0.8
28,10,4.7,male,9000,4.9,Spyker,0.9,1000,Yes,spring,mountains,1.0
7,1,2.6,female,500,2.8,Fastrack,-0.5,300,No,summer,plains,0.1
21,6,4.5,male,1000,4.3,Wildcraft,0.7,500,Yes,summer,plains,0.8
32,11,4.6,male,800,4.7,Head Hunters,0.8,400,Yes,monsoon,plains,0.8
4,0,1.6,female,2000,2.0,PUMA,-0.9,200,No,summer,coastal,0.0
14,4,3.6,male,4500,3.9,HRX,0.5,800,Yes,summer,mountains,0.7
8,2,3.0,female,6000,3.2,Mothercare,0.2,400,Yes,winter,coastal,0.4
19,7,4.1,female,800,4.5,Johnson & Johnson,0.7,700,Yes,summer,plains,0.9
23,9,4.3,male,1500,4.6,The Moms Co.,0.4,500,Yes,winter,plains,0.6
13,3,3.8,female,5000,3.9,Wakefit,0.6,300,Yes,summer,plains,0.5
30,15,4.6,male,9500,4.8,SleepyCat,0.9,1100,Yes,winter,mountains,0.9
11,1,2.7,female,100,3.0,Duroflex,-0.1,600,Yes,summer,mountains,0.3
39,17,4.9,male,750,4.9,Pepperfry,0.9,1000,Yes,spring,plains,1.0
10,3,3.4,female,400,3.6,Godrej Interio,0.3,700,Yes,summer,mountains,0.6
9,5,3.2,male,6500,3.4,Urban Ladder,0.6,900,Yes,winter,plains,0.8
25,8,4.4,female,2800,4.5,Khadi Essentials,0.8,800,Yes,summer,coastal,0.9
36,14,4.8,male,4200,4.7,Forest Essentials,0.9,700,Yes,summer,plains,1.0
3,1,2.1,male,500,2.5,Kama Ayurveda,-0.8,300,No,summer,coastal,0.1
17,6,3.8,female,12000,3.9,Sugar Cosmetics,0.3,400,Yes,winter,plains,0.3
7,2,2.6,male,800,2.9,Lakme Ayurveda,-0.5,800,Yes,summer,mountains,0.3
40,19,4.8,female,9000,4.8,Biovea,0.9,700,Yes,spring,coastal,1.0
6,1,2.5,male,700,2.8,Patanjali Ayurved (Health Care),-0.8,300,No,summer,plains,0.1
18,6,4.0,female,5000,4.1,Dabur Chyawanprash,0.6,900,Yes,summer,coastal,0.7
24,9,4.9,female,800,4.8,AmazonBasics,0.9,800,Yes,winter,plains,0.9
41,14,4.6,male,2700,4.5,Flying Machine,0.7,600,Yes,summer,coastal,0.8
11,2,3.4,male,7000,3.6,Max,0.4,700,Yes,summer,mountains,0.6
14,4,4.0,female,8500,4.4,Lee,0.9,400,Yes,winter,coastal,0.9
30,11,4.6,male,11000,4.8,Spyker,0.9,1200,Yes,spring,mountains,1.0
8,1,2.4,female,600,2.6,Fastrack,-0.6,400,No,summer,plains,0.1
22,7,4.4,male,1200,4.2,Wildcraft,0.8,600,Yes,summer,plains,0.8
33,12,4.7,male,900,4.8,Head Hunters,0.8,500,Yes,monsoon,plains,0.8
5,0,1.4,female,2500,1.8,PUMA,-1.0,300,No,summer,coastal,0.0
16,6,3.7,male,4500,4.0,HRX,0.5,900,Yes,summer,mountains,0.7
6,3,2.8,female,5500,3.1,Mothercare,0.2,500,Yes,winter,coastal,0.4
20,8,4.2,female,900,4.6,Johnson & Johnson,0.7,800,Yes,summer,plains,0.9
25,10,4.5,male,1300,4.7,The Moms Co.,0.4,600,Yes,winter,plains,0.6
15,5,3.7,female,6000,3.9,Wakefit,0.7,400,Yes,summer,plains,0.6
32,16,4.8,male,10000,4.9,SleepyCat,0.9,1300,Yes,winter,mountains,0.9
10,2,2.7,female,300,3.0,Duroflex,-0.1,700,Yes,summer,mountains,0.3
40,18,4.9,male,800,4.8,Pepperfry,0.9,1100,Yes,spring,plains,1.0
9,1,2.4,female,600,2.7,Godrej Interio,0.3,800,Yes,summer,mountains,0.6
13,6,3.3,male,7500,3.5,Urban Ladder,0.7,1000,Yes,winter,plains,0.8
28,9,4.3,female,2200,4.5,Khadi Essentials,0.8,900,Yes,summer,coastal,0.9
34,15,4.9,male,5000,4.8,Forest Essentials,0.9,800,Yes,summer,plains,1.0
2,0,1.8,male,700,2.3,Kama Ayurveda,-0.9,400,No,summer,coastal,0.1
18,7,3.9,female,13000,4.0,Sugar Cosmetics,0.3,500,Yes,winter,plains,0.3
8,3,2.4,male,700,2.8,Lakme Ayurveda,-0.6,900,Yes,summer,mountains,0.3
41,20,4.9,female,8500,4.8,Biovea,0.9,800,Yes,spring,coastal,1.0
7,1,2.3,male,1000,2.6,Patanjali Ayurved (Health Care),-0.9,300,No,summer,plains,0.1
21,6,3.9,female,6000,4.1,Dabur Chyawanprash,0.7,1000,Yes,summer,coastal,0.8
26,10,4.9,female,900,4.9,AmazonBasics,0.9,900,Yes,winter,plains,0.9
44,15,4.7,male,2900,4.6,Flying Machine,0.8,700,Yes,summer,coastal,0.9
10,3,3.2,male,8000,3.5,Max,0.4,800,Yes,summer,mountains,0.6
16,4,3.8,female,9000,4.2,Lee,0.9,500,Yes,winter,coastal,0.9
31,12,4.7,male,13500,4.9,Spyker,0.9,1400,Yes,spring,mountains,1.0
9,1,2.2,female,800,2.4,Fastrack,-0.7,500,No,summer,plains,0.1
23,8,4.6,male,1400,4.3,Wildcraft,0.8,700,Yes,summer,plains,0.8
35,13,4.8,male,1000,4.9,Head Hunters,0.9,600,Yes,monsoon,plains,0.9
6,0,1.2,female,3000,1.6,PUMA,-1.0,400,No,summer,coastal,0.0
17,7,3.8,male,5500,4.1,HRX,0.6,1000,Yes,summer,mountains,0.7
7,4,2.6,female,6500,2.9,Mothercare,0.2,600,Yes,winter,coastal,0.4
21,9,4.1,female,1000,4.6,Johnson & Johnson,0.8,900,Yes,summer,plains,0.9
26,11,4.4,male,1500,4.8,The Moms Co.,0.5,700,Yes,winter,plains,0.6
16,5,3.6,female,7000,3.8,Wakefit,0.7,500,Yes,summer,plains,0.6
34,17,4.7,male,11000,4.9,SleepyCat,0.9,1500,Yes,winter,mountains,0.9
11,3,2.6,female,500,2.9,Duroflex,-0.1,800,Yes,summer,mountains,0.3
42,19,4.9,male,900,4.8,Pepperfry,0.9,1200,Yes,spring,plains,1.0
8,2,2.3,female,700,2.6,Godrej Interio,0.3,900,Yes,summer,mountains,0.6
15,6,3.5,male,8500,3.8,Urban Ladder,0.7,1100,Yes,winter,plains,0.8
30,10,4.2,female,2500,4.7,Khadi Essentials,0.9,1000,Yes,summer,coastal,0.9
37,16,4.9,male,5500,4.8,Forest Essentials,0.9,900,Yes,summer,plains,1.0
3,1,1.6,male,800,2.1,Kama Ayurveda,-0.9,500,No,summer,coastal,0.1
19,8,3.9,female,14000,4.0,Sugar Cosmetics,0.4,600,Yes,winter,plains,0.3
9,2,2.2,male,800,2.5,Lakme Ayurveda,-0.7,1000,Yes,summer,mountains,0.3
43,21,4.9,female,9500,4.8,Biovea,0.9,900,Yes,spring,coastal,1.0
8,0,1.9,male,1100,2.3,Patanjali Ayurved (Health Care),-0.9,400,No,summer,plains,0.1
23,6,3.8,female,6500,4.0,Dabur Chyawanprash,0.7,1200,Yes,summer,coastal,0.8
27,11,4.9,female,1000,4.9,AmazonBasics,0.9,1000,Yes,winter,plains,0.9
47,16,4.8,male,3100,4.7,Flying Machine,0.8,800,Yes,summer,coastal,0.9
11,3,3.4,male,8500,3.6,Max,0.5,900,Yes,summer,mountains,0.6
18,5,4.0,female,9500,4.4,Lee,0.9,600,Yes,winter,coastal,0.9
33,13,4.8,male,14000,4.9,Spyker,0.9,1500,Yes,spring,mountains,1.0
10,0,2.0,female,1000,2.2,Fastrack,-0.8,600,No,summer,plains,0.0
24,9,4.7,male,1600,4.4,Wildcraft,0.8,800,Yes,summer,plains,0.8
36,14,4.9,male,1100,5.0,Head Hunters,0.9,700,Yes,monsoon,plains,1.0
7,1,1.0,female,4000,1.3,PUMA,-1.0,500,No,summer,coastal,0.0
18,8,4.0,male,6500,4.2,HRX,0.6,1200,Yes,summer,mountains,0.7
8,5,2.5,female,7500,2.9,Mothercare,0.2,700,Yes,winter,coastal,0.4
22,10,4.3,female,1200,4.8,Johnson & Johnson,0.8,1000,Yes,summer,plains,0.9
27,12,4.3,male,1700,4.9,The Moms Co.,0.6,800,Yes,winter,plains,0.7
18,6,3.7,female,7500,3.9,Wakefit,0.7,600,Yes,summer,plains,0.6
36,18,4.8,male,12000,4.9,SleepyCat,0.9,1600,Yes,winter,mountains,0.9
12,2,2.5,female,700,2.8,Duroflex,-0.1,900,Yes,summer,mountains,0.3
46,20,4.9,male,950,4.8,Pepperfry,0.9,1300,Yes,spring,plains,1.0
10,1,1.9,female,800,2.2,Godrej Interio,0.3,1000,Yes,summer,mountains,0.6
17,7,3.8,male,9500,4.0,Urban Ladder,0.7,1200,Yes,winter,plains,0.8
32,11,4.0,female,2800,4.5,Khadi Essentials,0.9,1100,Yes,summer,coastal,0.9
39,17,4.9,male,6000,4.8,Forest Essentials,0.9,1000,Yes,summer,plains,1.0
4,2,1.3,male,900,1.8,Kama Ayurveda,-1.0,600,No,summer,coastal,0.1
20,9,4.0,female,16000,4.1,Sugar Cosmetics,0.5,700,Yes,winter,plains,0.3
10,3,2.0,male,900,2.4,Lakme Ayurveda,-0.8,1200,Yes,summer,mountains,0.3
45,22,4.9,female,9800,4.8,Biovea,0.9,1100,Yes,spring,coastal,1.0
9,1,1.8,male,1300,2.1,Patanjali Ayurved (Health Care),-0.9,500,No,summer,plains,0.1
25,7,4.0,female,7500,4.2,Dabur Chyawanprash,0.7,1400,Yes,summer,coastal,0.8
28,12,4.9,female,1100,4.9,AmazonBasics,0.9,1100,Yes,winter,plains,0.9
50,17,4.9,male,3300,4.8,Flying Machine,0.8,900,Yes,summer,coastal,0.9
12,4,3.6,male,9000,3.8,Max,0.5,1000,Yes,summer,mountains,0.6
20,6,4.0,female,10000,4.5,Lee,0.9,700,Yes,winter,coastal,0.9
35,14,4.8,male,14500,4.9,Spyker,0.9,1600,Yes,spring,mountains,1.0
11,0,1.8,female,1200,2.0,Fastrack,-0.9,700,No,summer,plains,0.0
25,10,4.8,male,1700,4.5,Wildcraft,0.8,900,Yes,summer,plains,0.8
37,15,4.9,male,1200,5.0,Head Hunters,0.9,800,Yes,monsoon,plains,1.0
8,2,1.8,female,4500,2.1,PUMA,-1.0,600,No,summer,coastal,0.0
20,9,3.9,male,7500,4.3,HRX,0.7,1300,Yes,summer,mountains,0.7
9,6,2.8,female,8500,3.0,Mothercare,0.2,800,Yes,winter,coastal,0.4
23,11,4.4,female,1300,4.8,Johnson & Johnson,0.8,1200,Yes,summer,plains,0.9
28,13,4.4,male,1800,4.9,The Moms Co.,0.6,900,Yes,winter,plains,0.7
20,7,3.6,female,8000,3.9,Wakefit,0.7,700,Yes,summer,plains,0.6
38,19,4.9,male,13000,5.0,SleepyCat,0.9,1700,Yes,winter,mountains,0.9
13,3,2.3,female,600,2.6,Duroflex,-0.1,1000,Yes,summer,mountains,0.3
50,21,4.9,male,1000,4.9,Pepperfry,0.9,1400,Yes,spring,plains,1.0
12,2,1.7,female,900,2.0,Godrej Interio,0.3,1100,Yes,summer,mountains,0.6
22,8,4.1,female,11000,4.6,Urban Ladder,0.7,1400,Yes,winter,plains,0.8
34,12,4.1,male,3000,4.6,Khadi Essentials,0.9,1200,Yes,summer,coastal,0.9
41,18,4.9,male,7000,4.9,Forest Essentials,0.9,1100,Yes,summer,plains,1.0
6,3,1.0,male,1000,1.5,Kama Ayurveda,-1.0,700,No,summer,coastal,0.1
21,10,3.9,female,18000,4.1,Sugar Cosmetics,0.5,800,Yes,winter,plains,0.3
11,4,1.7,male,1000,2.0,Lakme Ayurveda,-0.9,1300,Yes,summer,mountains,0.3
48,23,4.9,female,10000,4.9,Biovea,0.9,1200,Yes,spring,coastal,1.0
10,2,1.7,male,1500,2.0,Patanjali Ayurved (Health Care),-0.9,600,No,summer,plains,0.1
27,8,4.0,female,9500,4.3,Dabur Chyawanprash,0.7,1500,Yes,summer,coastal,0.8
30,14,4.9,female,1200,4.9,AmazonBasics,0.9,1200,Yes,winter,plains,0.9
53,18,4.9,male,3500,4.9,Flying Machine,0.9,1000,Yes,summer,coastal,0.9
13,5,3.0,male,9500,3.5,Max,0.5,1100,Yes,summer,mountains,0.6
22,7,4.0,female,10500,4.6,Lee,0.9,800,Yes,winter,coastal,0.9
37,15,4.9,male,15000,5.0,Spyker,0.9,1700,Yes,spring,mountains,1.0
12,1,1.5,female,1400,1.7,Fastrack,-0.9,800,No,summer,plains,0.0
26,11,4.9,male,1800,4.6,Wildcraft,0.8,1000,Yes,summer,plains,0.8
39,16,4.9,male,1300,5.0,Head Hunters,0.9,900,Yes,monsoon,plains,1.0
10,3,1.5,female,5000,2.0,PUMA,-1.0,700,No,summer,coastal,0.0
22,10,4.0,male,8500,4.4,HRX,0.7,1400,Yes,summer,mountains,0.7
10,7,2.2,female,9000,2.5,Mothercare,0.2,900,Yes,winter,coastal,0.4
25,12,4.5,female,1400,5.0,Johnson & Johnson,0.8,1300,Yes,summer,plains,0.9
29,14,4.5,male,1900,4.9,The Moms Co.,0.7,1000,Yes,winter,plains,0.7
22,8,3.5,female,8500,3.9,Wakefit,0.7,800,Yes,summer,plains,0.6
40,20,4.9,male,13500,5.0,SleepyCat,0.9,1800,Yes,winter,mountains,0.9
15,4,1.8,female,700,2.1,Duroflex,-0.1,1100,Yes,summer,mountains,0.3
55,22,4.9,male,1100,4.9,Pepperfry,0.9,1500,Yes,spring,plains,1.0
14,3,1.5,female,950,2.0,Godrej Interio,0.3,1200,Yes,summer,mountains,0.6
24,9,4.0,female,13000,4.7,Urban Ladder,0.7,1600,Yes,winter,plains,0.8
36,13,4.0,male,3200,4.7,Khadi Essentials,0.9,1300,Yes,summer,coastal,0.9
43,19,4.9,male,7500,4.9,Forest Essentials,0.9,1200,Yes,summer,plains,1.0
7,4,1.0,male,1100,1.6,Kama Ayurveda,-1.0,800,No,summer,coastal,0.1
23,12,4.0,female,19000,4.1,Sugar Cosmetics,0.6,900,Yes,winter,plains,0.3
12,5,1.5,male,1100,2.0,Lakme Ayurveda,-0.9,1400,Yes,summer,mountains,0.3
50,24,4.9,female,10500,4.9,Biovea,0.9,1300,Yes,spring,coastal,1.0
11,3,1.5,male,1600,2.0,Patanjali Ayurved (Health Care),-0.9,700,No,summer,plains,0.1
29,10,4.0,female,9500,4.4,Dabur Chyawanprash,0.7,1800,Yes,summer,coastal,0.8
30,5,4.2,male,1000,4.5,Flying Machine,0.7,2500,No,winter,plains,0.8
10,2,3.9,female,200,3.8,Sugar Cosmetics,-0.2,100,No,summer,mountains,0.3
